,id_afiliacion,nombre_afiliacion,tipo_afiliacion,estado_afiliacion,ci_persona
0,12d73b6cd94447abac7cfc96c11a5b7b,Voluntario,Pensionista,Activo,8482188900
1,ee6eebd65ff74e138e430479a303f8a8,Voluntario,Pensionista,Inactivo,3676868572
2,d447745a710c4eb1b00d176099cbb70a,Voluntario,Pensionista,Activo,8708096434
3,94422e92e8db4ada9cfd67a711ae36d4,Voluntario,Pensionista,Activo,5100821013
4,a7c75c6a1df4454297ddc0386f95f3da,Voluntario,Pensionista,Activo,6264497306
5,dcc603fca70f4b289ca13ca7823992c3,Voluntario,Pensionista,Activo,8750160885
6,4b13b16dfe314967b5ec3bc741de8acb,Asegurado,Afiliado,Activo,1443253443
7,3b16121b67b54880afa4f8e2d947a167,Asegurado,Pensionista,Activo,1612449197
8,aca2b5e1e9b943768df2e0be7f2b1adf,Voluntario,Pensionista,Activo,7603713154
9,03cd8f81464e4b29a5ef0ef50fb391de,Voluntario,Pensionista,Activo,0545055876
10,efcd1bf1f1e74c188083e3294d20149b,Voluntario,Pensionista,Activo,9039670262
11,a6d95a14ffc249cf9cd939c4d50d3b84,Voluntario,Pensionista,Inactivo,6969442850
12,33edc7cee9e14fa6b1b19b5316700cbe,Voluntario,Pensionista,Activo,3162083955
13,de435b79051c4716a16eff01f0984fcf,Asegurado,Pensionista,Activo,7882291137
14,9be886ca57434aa18c59366019948153,Voluntario,Afiliado,Inactivo,1097589576
15,b1c64ff1fc114523bb92eb5b75ae9611,Voluntario,Pensionista,Activo,0706025058
16,a740ef90cac3406588a0487b44db44bd,Voluntario,Pensionista,Activo,6327504292
17,f9d60e6423f8447ca62ee02650e9226e,Voluntario,Pensionista,Activo,9903983599
18,9b225266343c4b7188db5f42157d087a,Asegurado,Pensionista,Inactivo,0333178001
19,7b5b0169abfd4ae8abf2c490ae412488,Voluntario,Pensionista,Activo,8439780675
20,13deecdacb1a4882989f84dfa961b4d9,Asegurado,Pensionista,Inactivo,2554208818
21,d7720b52ee424e6384f2f5585c16fc25,Voluntario,Pensionista,Activo,9711489264
22,a00deed9c616450bbb263d972bc9c76f,Voluntario,Pensionista,Activo,1143379306
23,b5c6e3335e384fbd8e5969773d501748,Voluntario,Pensionista,Activo,3555337065
24,e2a3503b33bc4d7c9bea710ecd96367b,Voluntario,Pensionista,Activo,3815039151
25,0cb04cff0fd047a9ad221cf75e48bd50,Voluntario,Pensionista,Inactivo,7401835011
26,cabbf155117a406b9e9122be46ed6871,Voluntario,Afiliado,Activo,0985784969
27,d45635631ec5461d86200c67c79bd264,Asegurado,Afiliado,Inactivo,6580183279
28,56d1aef965784d3dac07d11e1d5c6b1c,Voluntario,Pensionista,Activo,3210286888
29,5da7114505744efdbc8154fade001339,Voluntario,Pensionista,Activo,6202144050
30,f7e4dbb002744a599d8fd5d378ef2c14,Voluntario,Afiliado,Activo,9082440403
31,c8a2217e4bd446179dd1a9b9b7c11d00,Voluntario,Pensionista,Inactivo,9566600629
32,7ae2fa4b2cc74ff2868cd33b0cb52e3f,Voluntario,Pensionista,Activo,9130216529
33,8f680dbf42d541d294bd85b55414a1e1,Voluntario,Pensionista,Activo,6882716649
34,81c9358295ff4dfab78ca021c0013609,Voluntario,Pensionista,Activo,6765838495
35,46d66fd6d9be4564b13d5063914b0fca,Voluntario,Pensionista,Activo,1122391416
36,345ea3340c44475692553af644fb8333,Asegurado,Pensionista,Inactivo,0566618507
37,7ff9f4eb23324e37837b18ee3a381841,Voluntario,Pensionista,Activo,7313374503
38,f62bccac951c48a69ffc38eb84942da4,Voluntario,Afiliado,Activo,8743038986
39,0ca1114f574540a99bd6de969d1a86b3,Voluntario,Afiliado,Activo,9415147874
40,ae91280212ea444d8c50e8d455cf9109,Asegurado,Afiliado,Activo,0656081162
41,0961e3c3342e45b19aab7eb3ee8d1200,Voluntario,Pensionista,Activo,4706726736
42,6edd3f99eabc435793580dfc334945ac,Voluntario,Pensionista,Activo,7720242626
43,0498a3034c344245a74aa4dbb0e48afd,Voluntario,Afiliado,Inactivo,6014587199
44,e4ab1d50197a42679bbc68ab57dd7205,Voluntario,Pensionista,Activo,8136652513
45,b9ecbd85b87e40a09b57ffcd7994b442,Voluntario,Pensionista,Inactivo,1120085695
46,f0e62ff3ba6e470d911b0f34abd7a81d,Voluntario,Pensionista,Activo,7757285378
47,fd40fd37d5374eedbe4a1933cb67acdb,Voluntario,Afiliado,Inactivo,3424421563
48,5f5928a371654d46b3b128ddbcb93bd9,Voluntario,Afiliado,Activo,4072844970
49,eb70f1f59a6a45f0896dcd82550766f4,Voluntario,Afiliado,Activo,1154488370
50,355cb70c6694440096cb935f08ccd3c4,Voluntario,Pensionista,Activo,5357581251
51,7bb5e5df20824c06b86d41febbe67038,Voluntario,Pensionista,Activo,7406466219
52,f0114e1ef75743e6aa64d91c6192a183,Voluntario,Pensionista,Activo,7494486456
53,86ac98f67d3746c0bb8404d70a4eb6d1,Asegurado,Pensionista,Activo,8633139599
54,df05682855da410799f334bd39728d32,Asegurado,Pensionista,Activo,2326237580
55,c8e6706a8507468d839cf478a311d61f,Asegurado,Pensionista,Inactivo,5350020879
56,f0b5cfbeff8e4e38a3602881ba82f0dd,Voluntario,Pensionista,Inactivo,8874535444
57,bfac81dc1bd34173bde2b7f4e7ea8de8,Voluntario,Pensionista,Activo,0074213941
58,233f796270ba4b229ddbc0112244b6a7,Voluntario,Pensionista,Activo,2807885892
59,b32aa300ed014c869bdd279d5c6cbcee,Voluntario,Pensionista,Activo,0525664692
60,36652bd04f2949d0b97a13c678640a73,Voluntario,Pensionista,Activo,9037366695
61,619cb77e803847fca5c1977b431d2b22,Asegurado,Pensionista,Activo,7110760264
62,06fdda018e374d48bd1be1be163c8554,Voluntario,Pensionista,Activo,9463781105
63,5fb95ce61c1044988888ace99b082db8,Asegurado,Pensionista,Activo,4801932875
64,36e7b3186cf04b06a68ee502b30353ab,Asegurado,Afiliado,Activo,1752661720
65,fb29b2f387264e6aaa020560fded5a5a,Voluntario,Pensionista,Activo,1048662596
66,702d9376dfec4d8d8f53ace6b690c26a,Voluntario,Pensionista,Activo,5997966371
67,d65e0803c2df438caff0a49e5be2f07e,Voluntario,Afiliado,Inactivo,2264766938
68,c7ccfa86a88e4756a6cd297e01eeea67,Voluntario,Pensionista,Inactivo,8648660287
69,162bcd6113b04d1e93d5e96d144feee2,Voluntario,Pensionista,Activo,4279680436
70,c515ed7784da4fcf9b0a21b5fdae3956,Voluntario,Pensionista,Activo,9604641985
71,cf38b069816d419e825cae11580edd72,Asegurado,Pensionista,Activo,2988322831
72,fc2b2c0a59d1450f92d93caaaff99d39,Voluntario,Pensionista,Activo,0785741930
73,118cda146ca146bcb97a7ef60cce0ffd,Voluntario,Pensionista,Inactivo,4788543235
74,69e08f5c19254140a25365a5bb2d6c7a,Asegurado,Pensionista,Activo,9159337472
75,7c2376dd9fda4a97b794ac776d384383,Voluntario,Pensionista,Activo,4726955371
76,b35a90bef5a741fb8c6e4d69db27824c,Asegurado,Pensionista,Activo,5963794524
77,f4e87fc02aee4dd289d1d4a0e4f9f159,Voluntario,Pensionista,Activo,9260644597
78,48da30a1e76f473c8672b08fc8dfe91b,Voluntario,Pensionista,Activo,8744357120
79,76fdf5037cb948298ff555fee33afb73,Asegurado,Pensionista,Inactivo,5999422980
80,fb949ac6d9cd4d639e2ad6a643e2755a,Voluntario,Pensionista,Inactivo,5144927516
81,345b2aa0be9240b19c2bc61e000a8cdb,Voluntario,Pensionista,Activo,8472066484
82,ad5d3883f0b2406398aa9a2280b51378,Voluntario,Pensionista,Activo,6205192339
83,5d38f11c78fe4167bc063fbc1fef860a,Voluntario,Pensionista,Activo,6583515251
84,bd8a9b7d770e4c0a9d5cd00c06b8a9d4,Voluntario,Afiliado,Activo,4377526897
85,5ea6e35d65ec4cd49de2446eab94aa12,Voluntario,Pensionista,Inactivo,2425940716
86,95da733737fa495b842563c2a0aa180a,Voluntario,Pensionista,Activo,6244593616
87,2433d6be4aaf4ac781ab34c5a090a2a9,Voluntario,Pensionista,Inactivo,5994491796
88,024a0ceea2c147fda376b9f20a7de553,Voluntario,Pensionista,Activo,9083611731
89,acede4b346c74b5585b3a5187729472b,Asegurado,Pensionista,Activo,8935833408
90,9f0d84c2fee1451089de87a74002071e,Voluntario,Pensionista,Activo,3426605849
91,55321bb768bb4b688836e1480e50fe02,Asegurado,Pensionista,Inactivo,8686575082
92,45b60f1142f443559d878dddd92b87cb,Voluntario,Pensionista,Activo,1706932790
93,9bdbac3e36764e02bb171a527e0e946f,Voluntario,Afiliado,Inactivo,9574179328
94,3f093d19616b4e08b5a21db067df94fc,Voluntario,Pensionista,Activo,4646493848
95,15eb2050a7e94d54976d478364db83e1,Voluntario,Pensionista,Activo,7259529906
96,984967055fd6445ea7a07cb29ad68fb7,Voluntario,Pensionista,Activo,1830480014
97,93a86c88fe9147e8ac48eb4109032997,Voluntario,Pensionista,Activo,5730553022
98,e8d15f404cc0414d961695f203de807b,Voluntario,Afiliado,Inactivo,4830509087
99,25d80fff5f684a428bf26dfe6747fcf5,Asegurado,Pensionista,Activo,9699855624
100,7e7daf5299e14defa63177baae45543a,Asegurado,Pensionista,Activo,9060148986
101,18f8b18f1068445c98736e170ead9ff1,Voluntario,Pensionista,Activo,8380994791
102,d3ff275c9a8447f7a7c006093b92d10e,Voluntario,Pensionista,Activo,0317549189
103,ea6a1720560149c287379f2619a66341,Voluntario,Pensionista,Activo,6519651096
104,95c3f4ba67e647a9be79f595a9592dcb,Voluntario,Pensionista,Activo,0176749595
105,8322888e42414ab481cf277d0a1f00d2,Voluntario,Pensionista,Activo,1476623967
106,3c7302938cfd4e728d72ffb9a9022b40,Voluntario,Pensionista,Inactivo,4286242917
107,fb9865189297465c8f4ef02ac40e3037,Voluntario,Pensionista,Activo,1818142581
108,8bbdcc1f49ab424eaddf74c174fb770f,Voluntario,Afiliado,Activo,4221021619
109,5e08487d862a493d86c003bf8ee7446b,Voluntario,Afiliado,Activo,0584984869
110,77dba0d3a6fa40d3a0fa3bdeb1e5defb,Asegurado,Pensionista,Activo,7819993653
111,160ce2c3daf44940b7de8d38734b2e95,Asegurado,Pensionista,Activo,2975284509
112,6d9690300904477fafbc2c58c7c3309e,Voluntario,Afiliado,Inactivo,0590570399
113,a05dd749f9554e7097d38f916ead30db,Asegurado,Pensionista,Activo,7792012278
114,fe2a2da8a49f47448a995a86b8e48208,Voluntario,Afiliado,Activo,9241998188
115,e97ca70766da4d7aaececdcc88a07d83,Voluntario,Afiliado,Activo,9018032898
116,89c11ee9e3e4415c8230418a14f607d0,Voluntario,Pensionista,Activo,3089293246
117,272d466176fe4f02b4a29df6cd32b676,Voluntario,Pensionista,Activo,4917529926
118,ae1d11c1ff3e4404a54af977a37c298b,Voluntario,Pensionista,Activo,9914791550
119,01028baeb73849e6876ba0aeb18b9024,Voluntario,Pensionista,Inactivo,7545576825
120,d1d7cca4c711412b8a4d8dbd8f53fbdf,Voluntario,Pensionista,Activo,2946022581
121,bea929622300416ea1ad7cb409645d20,Asegurado,Afiliado,Activo,9944649502
122,b73d30567b854841849f857deb953dd8,Voluntario,Pensionista,Activo,7386462085
123,51280e281a034534a68c8297f8b56655,Voluntario,Afiliado,Inactivo,9836736982
124,6b1bfce40d1145af9438dc7ad3f78619,Voluntario,Pensionista,Activo,5812060793
125,e41c4b9079c14313a837d4dfee54c5f8,Voluntario,Afiliado,Inactivo,1714702322
126,9965ee7ff9ca4e17aff0a2194e813448,Voluntario,Pensionista,Activo,0608591680
127,ebd3328379f743d8bb819a2995b14cd6,Asegurado,Pensionista,Activo,5495827660
128,a3bd08f74fd8482fb24e6e5cc66473b7,Voluntario,Pensionista,Activo,5250098317
129,cac10954533d40ab88c083b5b7f83668,Asegurado,Pensionista,Inactivo,5421383732
130,56ad225e265f4ec78557117982dc278f,Voluntario,Pensionista,Activo,2713125520
131,9ac74f037ae2440db3f930ce6d8db984,Voluntario,Pensionista,Activo,2379528722
132,24a6d6faf7be42069121384a9fa92e9e,Voluntario,Pensionista,Activo,5700274353
133,fc5b56e3ee764691a8d0ecc55eb67c48,Voluntario,Afiliado,Activo,6565610244
134,a9b142c3a27448ffa5d61c384d8e05be,Asegurado,Pensionista,Activo,8506225016
135,1e8b1678e1704d89b67b44877088d27e,Voluntario,Pensionista,Inactivo,4633199432
136,975591b259154da8a4b7016bb340020b,Voluntario,Pensionista,Inactivo,4221258576
137,21ca522df87047ac960a20ad02932263,Asegurado,Pensionista,Inactivo,8712714716
138,af0c6065a76a460e86f74fd21991d764,Asegurado,Pensionista,Activo,7140428337
139,49da0764aede460a9e1fa7adc712a346,Asegurado,Pensionista,Activo,9527548156
140,8d5b6c75703c4de0a2da432a6c37f9d0,Voluntario,Pensionista,Activo,1291398789
141,e28187df73d945b8817db59246c73c0c,Asegurado,Pensionista,Activo,6315939653
142,3e2ba41fd703481092b327475ed6b216,Voluntario,Pensionista,Inactivo,2635097590
143,53d22a962b204f11bf2fd0567763300e,Voluntario,Afiliado,Activo,9086463457
144,37b75ce4c77f4ad0b7a28f7a9b6797d7,Voluntario,Pensionista,Inactivo,1155878342
145,f851cc9c70634ee290f8f7c631c917a7,Voluntario,Pensionista,Activo,3995188240
146,ce2af003e1a3432ea2485b07634e2986,Asegurado,Afiliado,Activo,3048170975
147,7929953535ef4f96b0a7e09978213ed9,Voluntario,Afiliado,Activo,7576743055
148,026a59ddd33044d9b80047955df42382,Voluntario,Pensionista,Activo,7135425456
149,40c2db4680c8406399eec50b7b7c4bd7,Voluntario,Pensionista,Activo,8805772351
150,aa7d5d1579b94afa9826930c77af63ce,Voluntario,Pensionista,Inactivo,2602376896
151,89ce18a089124f949e8784e7d3a85be9,Voluntario,Pensionista,Inactivo,7531882779
152,291d2007f90b47c7a9d1e2fe80f5533c,Asegurado,Pensionista,Activo,3906883134
153,537d137487a94c1abe3d726090991bd4,Asegurado,Pensionista,Activo,3884542865
154,45532d0cbeb6479b84c605bfa930f220,Asegurado,Afiliado,Activo,8704106013
155,7033b9dd16fc4c72816467c312c9e574,Voluntario,Pensionista,Inactivo,4862352925
156,5eb31a3adf8344648b6c897e81495310,Voluntario,Pensionista,Activo,3088388299
157,3d4d969e00d042c7938d0c3558c8e9c9,Voluntario,Pensionista,Activo,0685541864
158,5c65f2e65e3d4da2ba79196c6e67072a,Voluntario,Pensionista,Activo,5239020053
159,c607d98e85634469aef27d3f6ee130e0,Voluntario,Pensionista,Inactivo,6672089934
160,5e61bc2e979e4593820ceb83105c0bc0,Voluntario,Pensionista,Activo,3608684209
161,a8f2f82856034f1591ed0816a8bdeacc,Voluntario,Pensionista,Inactivo,1197855512
162,b5aabe1771a34c85a115633dfed833cb,Voluntario,Pensionista,Activo,8933051075
163,e51f07f07c7749929436ab5e48b94d6c,Asegurado,Pensionista,Inactivo,4583266690
164,205bc62b5c0b464381b51fb335c5cd63,Asegurado,Pensionista,Activo,6318374031
165,3e212a7f753140139f2e622df2b13f45,Voluntario,Pensionista,Activo,8666078160
166,cd50305b49a24385867420798c50935f,Voluntario,Pensionista,Inactivo,2627568937
167,972a382b2abb44e3adcfb7e4fb64a0de,Voluntario,Afiliado,Activo,1916631859
168,46d3fa7419474c4abc47125923506573,Voluntario,Pensionista,Activo,9723860147
169,f53667e1c6564f94971e762a4ce0a4c2,Voluntario,Pensionista,Activo,2654498308
170,b342021903f64c82bc88d9f1239ff6ea,Asegurado,Pensionista,Activo,5690426166
171,8a9b7e5a717c4268aecb12e4b5efcf15,Voluntario,Pensionista,Activo,7282525140
172,ff5284795d7b44b6912527b1d1075a44,Voluntario,Afiliado,Activo,6821172603
173,69b1c44939034696933c31131e09eea1,Voluntario,Pensionista,Activo,7696022104
174,7e60a9c3eb3848f598d8f56c15836526,Asegurado,Pensionista,Activo,7530774113
175,5250a01c458340b5aff7ff1f2ead4dbf,Voluntario,Pensionista,Activo,1775883294
176,243648549f7b428aaec3389d74dac8cb,Voluntario,Pensionista,Activo,7542785507
177,a843ee2e74ed4dc4ba924fa79778c425,Voluntario,Pensionista,Activo,9123142487
178,8cc2782a58f44073acb479581f5f2803,Voluntario,Afiliado,Activo,2231405695
179,4ebd7e6747de4cbc8f960474b5157c4d,Voluntario,Pensionista,Inactivo,9885017658
180,28329746b15b44af8cb9a10079e9d94a,Voluntario,Pensionista,Activo,1989777019
181,3749d4f55d834b919a0d83fca523320c,Voluntario,Pensionista,Inactivo,9381742999
182,a2388865d4914269808a10a6bfd0e1ad,Voluntario,Afiliado,Activo,3144678093
183,1e279f03124f4c4bbcb66fbf1ece0f2f,Asegurado,Afiliado,Activo,0889832143
184,81afde6e0d4248269fb0918e69e297ff,Voluntario,Afiliado,Activo,5436541015
185,7129be1d273e479bb32ce0b9093b0d8c,Voluntario,Pensionista,Activo,5390277472
186,57b2b783eeb14e06a38a5e763e621185,Voluntario,Pensionista,Activo,5475304456
187,ef64f23599b7421192372166abeec815,Voluntario,Afiliado,Activo,6023499501
188,71523d87d93f4628b35e99c18dd704cd,Asegurado,Pensionista,Activo,3145728562
189,ab0be86d9f8c425e9709209f743ecba6,Voluntario,Pensionista,Activo,4359312514
190,3a604942078b4cbf83964c7ea6cede2e,Voluntario,Afiliado,Activo,7365992012
191,6f7e097d38db422abc29a21dcf279b35,Asegurado,Afiliado,Activo,8928479950
192,0971bd501f0c497babe51488556ebaac,Asegurado,Pensionista,Inactivo,8608692968
193,5c77e2ecbb16498886d685b79401e837,Voluntario,Afiliado,Activo,8676949449
194,012ab5316f814e1c84d5705c467353c8,Voluntario,Afiliado,Inactivo,3914196893
195,a53b2edc94284e038f829bf30e69d127,Voluntario,Pensionista,Activo,5349953224
196,a0eff2adce9c4fae8775e618862b3a87,Voluntario,Pensionista,Activo,6033416088
197,aecc42225e8640eab3015437176f8aca,Voluntario,Pensionista,Activo,8746217367
198,c60a5115dd194b3094a7d9c3ec9b67b6,Voluntario,Pensionista,Activo,5266738864
199,5259199d4f07474d9169ed1a81d50e2b,Voluntario,Pensionista,Activo,6516908685
200,9612d1b882384293868a2ae75aef3d00,Voluntario,Afiliado,Activo,5928143104
201,b0b2651d31a94152b713cdaaba2f2fcf,Voluntario,Pensionista,Activo,0277816388
202,8d2ef5722c41471884a43d544740d921,Voluntario,Pensionista,Activo,9661354609
203,e6c5440da98b4ccab82cf2edd5b8be08,Asegurado,Pensionista,Activo,0253689166
204,e39eea70ed414399a19ad96419558be0,Voluntario,Pensionista,Activo,8497217225
205,ef1349337bfd4e6d8ebc1f40dbacf69b,Voluntario,Pensionista,Activo,0795166891
206,fdeae1de961a42c9b295118a176064df,Asegurado,Pensionista,Activo,3347491783
207,1ce8c508998b425baf11f054411eb043,Voluntario,Pensionista,Activo,1283762978
208,7f1f060734e74d828869416ab2955b2d,Voluntario,Pensionista,Activo,4690153230
209,fa4610306a354d8f9b210585f2287e2f,Voluntario,Afiliado,Inactivo,6529935688
210,fcfaaaba85eb477baa5add983294ee19,Voluntario,Pensionista,Activo,9520913016
211,b1224c1f623748938edc550d9af81961,Voluntario,Pensionista,Activo,7790918106
212,e667796a164e41db88b234efd57ae24a,Voluntario,Pensionista,Activo,7802493325
213,09caccf3834d4978bcd669cf660fc735,Voluntario,Pensionista,Activo,7907379133
214,dfc1af9dc87a4cd1bfbc874e79fc2491,Asegurado,Pensionista,Inactivo,0129912536
215,44645e2b35944f52998c32eeaae18ddc,Voluntario,Pensionista,Activo,8049661886
216,e2df23a2b06b4d4db953d20776db0ae0,Voluntario,Pensionista,Inactivo,0849098795
217,736e334942e54263875090a539215bf9,Voluntario,Pensionista,Activo,8889701130
218,3f8491d3e3434e5a87f94db98b8f7534,Voluntario,Afiliado,Activo,7684707333
219,326b79befa3642f0aab784f5463793ed,Voluntario,Pensionista,Inactivo,5035141552
220,62e9520a324a4359a089d907e352b433,Asegurado,Pensionista,Activo,0892008709
221,ebf25c0b41c447509b847dfccb4247ba,Voluntario,Pensionista,Activo,1381459774
222,2300492e2af14416bd49e961b0cb82be,Voluntario,Pensionista,Activo,2326175203
223,7c4050abd009449a8e0a21b8ff15c36a,Asegurado,Pensionista,Activo,8892515222
224,3702de0d313842fcab3b55c80dfb9c48,Voluntario,Pensionista,Activo,4567154308
225,7e14a84d416344cfb61f50c586a25203,Voluntario,Afiliado,Activo,7892836958
226,41460d19ac244ac989b186acfe6dc682,Voluntario,Pensionista,Activo,5556404950
227,da9ef488c6b942f8ba064b372fa32e34,Voluntario,Pensionista,Activo,0070847841
228,35eb0416f3c54d63bd3bfe4fb6f53b52,Voluntario,Afiliado,Activo,3803842755
229,696aea1093e04751b5a6f47d2ee8f2ab,Voluntario,Pensionista,Activo,5377105336
230,d492693389374c4e8ef09133dfd2732a,Voluntario,Afiliado,Activo,1402786437
231,0020f42e002944e59ce271b15b9f7ab9,Voluntario,Pensionista,Inactivo,2314586185
232,5406de9cd7234b09be817136156dc774,Voluntario,Afiliado,Activo,1509911866
233,c3bb778f685b47febb7fba9054cf3aa9,Voluntario,Pensionista,Inactivo,4022169348
234,9f07eed8c60b4965970e3be031baee05,Voluntario,Pensionista,Inactivo,5497399675
235,9ccabbf8865f49f9acba28731844dc9f,Voluntario,Afiliado,Inactivo,7540967980
236,6bacbd136d5e4d55be44daf7008503da,Asegurado,Pensionista,Activo,5120443897
237,907d36f4080b4365bc5b8d2ef5c05ba1,Voluntario,Pensionista,Inactivo,6718211983
